FORMA	LEMMA	CATEGORIA
merlettaie	merlettaia	profession
merlettaii	merlettaia	profession
merlettaio	merlettaia	profession
merlettaj	merlettaia	profession
merlettaja	merlettaia	profession
merlettaje	merlettaia	profession
merlettaji	merlettaia	profession
merlettajo	merlettaia	profession
messaggera	messaggero	profession
messaggere	messaggero	profession
messaggeri	messaggero	profession
messaggero	messaggero	profession
meteorologa	meteorologo	profession
meteorologhe	meteorologo	profession
meteorologi	meteorologo	profession
meteorologhi	meteorologo	profession
meteorologo	meteorologo	profession
metropolita	metropolita	ecclesiastical occupation
metropolite	metropolita	ecclesiastical occupation
metropoliti	metropolita	ecclesiastical occupation
mezzadra	mezzadro	profession
mezzadre	mezzadro	profession
mezzadri	mezzadro	profession
mezzadro	mezzadro	profession
mietitora	mietitore	profession
mietitore	mietitore	profession
mietitori	mietitore	profession
mietitrice	mietitore	profession
mietitrici	mietitore	profession
militare	militare	profession
militari	militare	profession
minatora	minatore	profession
minatore	minatore	profession
minatori	minatore	profession
minatrice	minatore	profession
minatrici	minatore	profession
miniatora	miniatore	profession
miniatore	miniatore	profession
miniatori	miniatore	profession
miniatrice	miniatore	profession
miniatrici	miniatore	profession
ministra	ministra	profession
ministre	ministra	profession
ministri	ministra	profession
ministro	ministra	profession
mirmillona	mirmillone	profession
mirmillone	mirmillone	profession
mirmilloni	mirmillone	profession
missionaria	missionario	profession
missionarie	missionario	profession
missionarii	missionario	profession
missionario	missionario	profession
missionari	missionario	profession
mobiliera	mobiliere	profession
mobiliere	mobiliere	profession
mobilieri	mobiliere	profession
modella	modello	profession
		
modellatore	modellatore	profession
modellatori	modellatore	profession
modellatrice	modellatore	profession
modellatrici	modellatore	profession
modelle	modello	profession
modista	modista	profession
modiste	modista	profession
modisti	modista	profession
molinara	molinaro	profession
molinare	molinaro	profession
molinari	molinaro	profession
molinaro	molinaro	profession
monaca	monaca	ecclesiastical occupation
monache	monaca	ecclesiastical occupation
monaci	monaca	ecclesiastical occupation
monaco	monaca	ecclesiastical occupation
monachina	monaca	ecclesiastical occupation
monachine	monaca	ecclesiastical occupation
monachini	monaca	ecclesiastical occupation
monachino	monaca	ecclesiastical occupation
monacucce	monaca	ecclesiastical occupation
monacucci	monaca	ecclesiastical occupation
monacuccia	monaca	ecclesiastical occupation
monacuccio	monaca	ecclesiastical occupation
monarca	monarca	noble rank
monarche	monarca	noble rank
monarchi	monarca	noble rank
mondina	mondina	profession
mondine	mondina	profession
mondini	mondina	profession
mondino	mondina	profession
monsignora	monsignore	noble rank
monsignore	monsignore	noble rank
monsignori	monsignore	noble rank
montatora	montatore	profession
montatore	montatore	profession
montatori	montatore	profession
montatrice	montatore	profession
montatrici	montatore	profession
moralista	moralista	profession
moraliste	moralista	profession
moralisti	moralista	profession
mosaicista	mosaicista	profession
mosaiciste	mosaicista	profession
mosaicisti	mosaicista	profession
moschettiera	moschettiere	profession
moschettiere	moschettiere	profession
moschettieri	moschettiere	profession
motorista	motorista	profession
motoriste	motorista	profession
motoristi	motorista	profession
mozzi	mozzo	profession
mozzo	mozzo	profession
mugnai	mugnaio	profession
mugnaia	mugnaio	profession
mugnaie	mugnaio	profession
mugnaio	mugnaio	profession
mugnaj	mugnaio	profession
mugnaja	mugnaio	profession
mugnaje	mugnaio	profession
mugnaji	mugnaio	profession
mugnajo	mugnaio	profession
mulattiera	mulattiere	profession
mulattiere	mulattiere	profession
mulattieri	mulattiere	profession
mulinara	mulinaro	profession
mulinare	mulinaro	profession
mulinari	mulinaro	profession
mulinaro	mulinaro	profession
muratora	muratore	profession
muratore	muratore	profession
muratori	muratore	profession
muratorini	muratore	profession
muratorino	muratore	profession
muratrice	muratore	profession
muratrici	muratore	profession
musicante	musicante	profession
musicanti	musicante	profession
musicista	musicista	profession
musiciste	musicista	profession
musicisti	musicista	profession
narratora	narratore	profession
narratore	narratore	profession
narratori	narratore	profession
narratrice	narratore	profession
narratrici	narratore	profession
naturalista	naturalista	profession
naturaliste	naturalista	profession
naturalisti	naturalista	profession
navigatora	navigatore	profession
navigatore	navigatore	profession
navigatori	navigatore	profession
navigatrice	navigatore	profession
navigatrici	navigatore	profession
necrofora	necroforo	profession
necrofore	necroforo	profession
necrofori	necroforo	profession
necroforo	necroforo	profession
negoziante	negoziante	profession
negozianti	negoziante	profession
negus	negus	noble rank
netturbini	netturbino	profession
netturbino	netturbino	profession
netturbina	netturbino	profession
netturbine	netturbino	profession
neurologa	neurologo	profession
neurologhe	neurologo	profession
neurologi	neurologo	profession
neurologhi	neurologo	profession
neurologo	neurologo	profession
nocchiera	nocchiero	profession
nocchieri	nocchiero	profession
nocchiero	nocchiero	profession
norcina	norcino	profession
norcini	norcino	profession
norcino	norcino	profession
nostromi	nostromo	military rank
nostromo	nostromo	military rank
nostrome	nostromo	military rank
nostroma	nostromo	military rank
notai	notaio	profession
notaia	notaio	profession
notaie	notaio	profession
notaio	notaio	profession
notaj	notaio	profession
notaja	notaio	profession
notaje	notaio	profession
notaji	notaio	profession
notajo	notaio	profession
numismatici	numismatico	profession
numismatico	numismatico	profession
nutrice	nutrice	profession
nutrici	nutrice	profession
oblati	oblati	profession
oculista	oculista	profession
oculiste	oculista	profession
oculisti	oculista	profession
ombrellai	ombrellaio	profession
ombrellaia	ombrellaio	profession
ombrellaie	ombrellaio	profession
ombrellaio	ombrellaio	profession
ombrellaj	ombrellaio	profession
ombrellaja	ombrellaio	profession
ombrellaje	ombrellaio	profession
ombrellaji	ombrellaio	profession
ombrellajo	ombrellaio	profession
operai	operaio	profession
operaia	operaio	profession
operaie	operaio	profession
operaio	operaio	profession
operaj	operaio	profession
operaja	operaio	profession
operaje	operaio	profession
operaji	operaio	profession
operajo	operaio	profession
operatora	operatore	profession
operatore	operatore	profession
operatori	operatore	profession
operatrice	operatore	profession
operatrici	operatore	profession
orafi	orafo	profession
orafo	orafo	profession
oratora	oratore	profession
oratore	oratore	profession
oratori	oratore	profession
oratrice	oratore	profession
oratrici	oratore	profession
orditora	orditore	profession
orditore	orditore	profession
orditori	orditore	profession
orditrice	orditore	profession
orditrici	orditore	profession
orefice	orefice	profession
orefici	orefice	profession
organara	organaro	profession
organare	organaro	profession
organari	organaro	profession
organaro	organaro	profession
organizzatora	organizzatore	profession
organizzatore	organizzatore	profession
organizzatori	organizzatore	profession
organizzatrice	organizzatore	profession
organizzatrici	organizzatore	profession
orientalista	orientalista	profession
orientaliste	orientalista	profession
orientalisti	orientalista	profession
ornatista	ornatista	profession
ornatiste	ornatista	profession
ornatisti	ornatista	profession
ornitologa	ornitologo	profession
ornitologhe	ornitologo	profession
ornitologi	ornitologo	profession
ornitologo	ornitologo	profession
orologiai	orologiaio	profession
orologiaia	orologiaio	profession
orologiaie	orologiaio	profession
orologiaio	orologiaio	profession
orologiaj	orologiaio	profession
orologiaja	orologiaio	profession
orologiaje	orologiaio	profession
orologiaji	orologiaio	profession
orologiajo	orologiaio	profession
orticoltora	orticoltore	profession
orticoltore	orticoltore	profession
orticoltori	orticoltore	profession
orticoltrice	orticoltore	profession
orticoltrici	orticoltore	profession
orticultora	orticultore	profession
orticultore	orticultore	profession
orticultori	orticultore	profession
orticultrice	orticultore	profession
orticultrici	orticultore	profession
ortolana	ortolano	profession
ortolane	ortolano	profession
ortolani	ortolano	profession
ortolano	ortolano	profession
ortopedica	ortopedico	profession
ortopediche	ortopedico	profession
ortopedici	ortopedico	profession
ortopedico	ortopedico	profession
oste	oste	profession
ostessa	oste	profession
osti	oste	profession
ostesse	oste	profession
ostetrica	ostetrico	profession
ostetriche	ostetrico	profession
ostetrici	ostetrico	profession
ostetrico	ostetrico	profession
paggii	paggio	noble rank
paggio	paggio	noble rank
paggi	paggio	noble rank
paggetto	paggio	noble rank
paggetti	paggio	noble rank
palafrenieri	palafreniero	profession
palafreniero	palafreniero	profession
palafreniere	palafreniero	profession
palombara	palombaro	profession
palombare	palombaro	profession
palombari	palombaro	profession
palombaro	palombaro	profession
panegirista	panegirista	profession
panegiriste	panegirista	profession
panegiristi	panegirista	profession
panettiera	panettiere	profession
panettiere	panettiere	profession
panettieri	panettiere	profession
papa	papa	ecclesiastical occupation
papi	papa	ecclesiastical occupation
parroci	parroco	ecclesiastical occupation
parroco	parroco	ecclesiastical occupation
parrocuccio	parroco	ecclesiastical occupation
parrocucci	parroco	ecclesiastical occupation
parrucchiera	parrucchiere	profession
parrucchiere	parrucchiere	profession
parrucchieri	parrucchiere	profession
pastai	pastaio	profession
pastaia	pastaio	profession
pastaie	pastaio	profession
pastaio	pastaio	profession
pastaj	pastaio	profession
pastaja	pastaio	profession
pastaje	pastaio	profession
pastaji	pastaio	profession
pastajo	pastaio	profession
pasticcere	pasticcere	profession
pasticceri	pasticcere	profession
pasticciera	pasticciere	profession
pasticciere	pasticciere	profession
pasticcieri	pasticciere	profession
pastora	pastore	profession
pastore	pastore	profession
pastoressa	pastore	profession
pastoresse	pastore	profession
pastori	pastore	profession
pastorina	pastore	profession
pastorine	pastore	profession
pastorini	pastore	profession
pastorino	pastore	profession
patologa	patologo	profession
patologhe	patologo	profession
patologi	patologo	profession
patologhi	patologo	profession
patologo	patologo	profession
patriarca	patriarca	ecclesiastical occupation
patriarche	patriarca	ecclesiastical occupation
patriarchi	patriarca	ecclesiastical occupation
pecorai	pecoraio	profession
pecoraia	pecoraio	profession
pecoraie	pecoraio	profession
pecoraio	pecoraio	profession
pecoraj	pecoraio	profession
pecoraja	pecoraio	profession
pecoraje	pecoraio	profession
pecoraji	pecoraio	profession
pecorajo	pecoraio	profession
pecorari	pecoraro	profession
pecoraro	pecoraro	profession
pedagogista	pedagogista	profession
pedagogiste	pedagogista	profession
pedagogisti	pedagogista	profession
pellettiera	pellettiere	profession
pellettiere	pellettiere	profession
pellettieri	pellettiere	profession
pellicciai	pellicciaio	profession
pellicciaia	pellicciaio	profession
pellicciaie	pellicciaio	profession
pellicciaio	pellicciaio	profession
pellicciaj	pellicciaio	profession
pellicciaja	pellicciaio	profession
pellicciaje	pellicciaio	profession
pellicciaji	pellicciaio	profession
pellicciajo	pellicciaio	profession
penitenziera	penitenziere	ecclesiastical occupation
penitenziere	penitenziere	ecclesiastical occupation
penitenzieri	penitenziere	ecclesiastical occupation
pentolai	pentolaio	profession
pentolaia	pentolaio	profession
pentolaie	pentolaio	profession
pentolaio	pentolaio	profession
pentolaj	pentolaio	profession
pentolaja	pentolaio	profession
pentolaje	pentolaio	profession
pentolaji	pentolaio	profession
pentolajo	pentolaio	profession
perite	perito	profession
periti	perito	profession
perito	perito	profession
		
perpetue	perpetua	profession
perpetui	perpetua	profession
pescatora	pescatore	profession
pescatore	pescatore	profession
pescatoressa	pescatore	profession
pescatoresse	pescatore	profession
pescatori	pescatore	profession
pescatorucce	pescatore	profession
pescatorucci	pescatore	profession
pescatoruccia	pescatore	profession
pescatoruccio	pescatore	profession
pescatrice	pescatore	profession
pescatrici	pescatore	profession
pesciaioli	pesciaiolo	profession
pesciaiolo	pesciaiolo	profession
pesciajoli	pesciaiolo	profession
pesciajolo	pesciaiolo	profession
pesciaiola	pesciaiolo	profession
pesciaiole	pesciaiolo	profession
pesciajola	pesciaiolo	profession
pesciajole	pesciaiolo	profession
pescivendola	pescivendolo	profession
pescivendole	pescivendolo	profession
pescivendoli	pescivendolo	profession
pescivendolo	pescivendolo	profession
petroliera	petroliere	profession
petroliere	petroliere	profession
petrolieri	petroliere	profession
pettinatrice	pettinatrice	profession
pettinatrici	pettinatrice	profession
piantatora	piantatore	profession
piantatore	piantatore	profession
piantatori	piantatore	profession
piantatrice	piantatore	profession
piantatrici	piantatore	profession
picconiera	picconiere	profession
picconiere	picconiere	profession
picconieri	picconiere	profession
pievani	pievano	ecclesiastical occupation
pievano	pievano	ecclesiastical occupation
pifferari	pifferaro	profession
pifferaro	pifferaro	profession
pifferara	pifferaro	profession
pifferare	pifferaro	profession
pilota	piloto	profession
piloti	piloto	profession
pilote	piloto	profession
piloto	piloto	profession
pioniera	pioniere	profession
pioniere	pioniere	profession
pionieri	pioniere	profession
pittora	pittore	profession
pittore	pittore	profession
pittori	pittore	profession
pittorucce	pittore	profession
pittorucci	pittore	profession
pittoruccia	pittore	profession
pittoruccio	pittore	profession
pittorastro	pittore	profession
pittorastra	pittore	profession
pittorastri	pittore	profession
pittoruccio	pittore	profession
pittrice	pittore	profession
pittrici	pittore	profession
pizia	pizia	profession
pizie	pizia	profession
pizii	pizia	profession
pizzardone	pizzardone	profession
pizzardoni	pizzardone	profession
pizzicagnola	pizzicagnolo	profession
pizzicagnole	pizzicagnolo	profession
pizzicagnoli	pizzicagnolo	profession
pizzicagnolo	pizzicagnolo	profession
poeta	poeta	profession
poete	poeta	profession
poetessa	poetessa	profession
poetesse	poetessa	profession
poeti	poeta	profession
poetina	poetessa	profession
poetine	poetessa	profession
poetini	poeta	profession
poetino	poeta	profession
poetuccio	poeta	profession
poetuccia	poetessa	profession
poetastra	poetessa	profession
poetastre	poetessa	profession
poetastro	poeta	profession
poetastri	poeta	profession
politici	politico	profession
politico	politico	profession
poliziotti	poliziotto	profession
poliziotta	poliziotto	profession
poliziotte	poliziotto	profession
poliziotto	poliziotto	profession
pollajola	pollaiolo	profession
pollajole	pollaiolo	profession
pollajoli	pollaiolo	profession
pollajolo	pollaiolo	profession
pollajuola	pollaiuolo	profession
pollajuole	pollaiuolo	profession
pollajuoli	pollaiuolo	profession
pollajuolo	pollaiuolo	profession
pollaiola	pollaiolo	profession
pollaiole	pollaiolo	profession
pollaioli	pollaiolo	profession
pollaiolo	pollaiolo	profession
pollaiuola	pollaiuolo	profession
pollaiuole	pollaiuolo	profession
pollaiuoli	pollaiuolo	profession
pollaiuolo	pollaiuolo	profession
pollivendola	pollivendolo	profession
pollivendole	pollivendolo	profession
pollivendoli	pollivendolo	profession
pollivendolo	pollivendolo	profession
pompiera	pompiere	profession
pompiere	pompiere	profession
pompieri	pompiere	profession
porcai	porcaio	profession
porcaia	porcaio	profession
porcaie	porcaio	profession
porcaio	porcaio	profession
porcaj	porcaio	profession
porcaja	porcaio	profession
porcaje	porcaio	profession
porcaji	porcaio	profession
porcajo	porcaio	profession
porcara	porcaro	profession
porcare	porcaro	profession
porcari	porcaro	profession
porcaro	porcaro	profession
portabagagli	portabagagli	profession
portabandiera	portabandiera	profession
portalettere	portalettere	profession
portantini	portantino	profession
portantino	portantino	profession
portatora	portatore	profession
portatore	portatore	profession
portatori	portatore	profession
portatrice	portatore	profession
portatrici	portatore	profession
portavoce	portavoce	profession
portiera	portiere	profession
portiere	portiere	profession
portieri	portiere	profession
portinai	portinaio	profession
portinaia	portinaio	profession
portinaie	portinaio	profession
portinaio	portinaio	profession
portinaj	portinaio	profession
portinaja	portinaio	profession
portinaje	portinaio	profession
portinaji	portinaio	profession
portinajo	portinaio	profession
portuale	portuale	profession
portuali	portuale	profession
postiglione	postiglione	profession
postiglioni	postiglione	profession
postina	postino	profession
postine	postino	profession
postini	postino	profession
postino	postino	profession
potatora	potatore	profession
potatore	potatore	profession
potatori	potatore	profession
potatrice	potatore	profession
potatrici	potatore	profession
praticone	praticone	profession
praticoni	praticone	profession
predicatora	predicatore	profession
predicatore	predicatore	profession
predicatoressa	predicatore	profession
predicatoresse	predicatore	profession
predicatori	predicatore	profession
predicatrice	predicatore	profession
predicatrici	predicatore	profession
prefetta	prefetto	military rank
prefette	prefetto	military rank
prefetti	prefetto	military rank
prefetto	prefetto	military rank
prefica	prefica	profession
prefiche	prefica	profession
prefichi	prefica	profession
prefico	prefica	profession
prelati	prelato	ecclesiastical occupation
prelatino	prelato	ecclesiastical occupation
prelatini	prelato	ecclesiastical occupation
prelatucci	prelato	ecclesiastical occupation
prelatuccio	prelato	ecclesiastical occupation
prelato	prelato	ecclesiastical occupation
presbiteri	presbitero	ecclesiastical occupation
presbitero	presbitero	ecclesiastical occupation
presentatora	presentatore	profession
presentatore	presentatore	profession
presentatori	presentatore	profession
presentatrice	presentatore	profession
presentatrici	presentatore	profession
prestidigitatora	prestidigitatore	profession
prestidigitatore	prestidigitatore	profession
prestidigitatori	prestidigitatore	profession
prestidigitatrice	prestidigitatore	profession
prestidigitatrici	prestidigitatore	profession
prestigiatora	prestigiatore	profession
prestigiatore	prestigiatore	profession
prestigiatori	prestigiatore	profession
prestigiatrice	prestigiatore	profession
prestigiatrici	prestigiatore	profession
prestinai	prestinaio	profession
prestinaia	prestinaio	profession
prestinaie	prestinaio	profession
prestinaio	prestinaio	profession
prestinaj	prestinaio	profession
prestinaja	prestinaio	profession
prestinaje	prestinaio	profession
prestinaji	prestinaio	profession
prestinajo	prestinaio	profession
pretora	pretore	profession
pretore	pretore	profession
pretoressa	pretore	profession
pretoresse	pretore	profession
pretori	pretore	profession
pretrice	pretore	profession
pretrici	pretore	profession
prevosti	prevosto	ecclesiastical occupation
prevostini	prevosto	ecclesiastical occupation
prevostino	prevosto	ecclesiastical occupation
prevosto	prevosto	ecclesiastical occupation
priore	priore	ecclesiastical occupation
priori	priore	ecclesiastical occupation
priora	priore	ecclesiastical occupation
primicerii	primicerio	profession
primiceri	primicerio	profession
primicerio	primicerio	profession
principe	principe	noble rank
principessa	principessa	noble rank
principesse	principessa	noble rank
principi	principe	noble rank
principina	principe	noble rank
principine	principe	noble rank
principini	principe	noble rank
principino	principe	noble rank
principessina	principessa	noble rank
principessine	principessa	noble rank
prioressa	priore	ecclesiastical occupation
prioresse	priore	ecclesiastical occupation
priori	priore	ecclesiastical occupation
procaccia	procaccia	profession
procuratora	procuratore	profession
procuratore	procuratore	profession
procuratoressa	procuratore	profession
procuratoresse	procuratore	profession
procuratori	procuratore	profession
procuratrice	procuratore	profession
procuratrici	procuratore	profession
produttora	produttore	profession
produttore	produttore	profession
produttori	produttore	profession
produttrice	produttore	profession
produttrici	produttore	profession
professora	professore	profession
professore	professore	profession
professoressa	professore	profession
professoresse	professore	profession
professori	professore	profession
professorina	professore	profession
professorine	professore	profession
professorini	professore	profession
professorino	professore	profession
professorona	professore	profession
professorone	professore	profession
professoroni	professore	profession
professorucce	professore	profession
professorucci	professore	profession
professoruccia	professore	profession
professoruccio	professore	profession
profeta	profeta	profession
profete	profeta	profession
profeti	profeta	profession
profetessa	profeta	profession
profumiera	profumiere	profession
profumiere	profumiere	profession
profumieri	profumiere	profession
progettista	progettista	profession
progettiste	progettista	profession
progettisti	progettista	profession
propagandista	propagandista	profession
propagandiste	propagandista	profession
propagandisti	propagandista	profession
prosatora	prosatore	profession
prosatore	prosatore	profession
prosatori	prosatore	profession
prosatrice	prosatore	profession
prosatrici	prosatore	profession
prosseneta	prosseneta	profession
prossenete	prosseneta	profession
prosseneti	prosseneta	profession
prostituta	prostituto	profession
prostitute	prostituto	profession
prostituti	prostituto	profession
prostituto	prostituto	profession
protonotarii	protonotario	profession
protonotari	protonotario	profession
protonotario	protonotario	profession
psichiatra	psichiatra	profession
psichiatre	psichiatra	profession
psichiatri	psichiatra	profession
psicologa	psicologo	profession
psicologhe	psicologo	profession
psicologi	psicologo	profession
psicologhi	psicologo	profession
psicologo	psicologo	profession
pubblicani	pubblicano	profession
pubblicano	pubblicano	profession
pubblicitaria	pubblicitario	profession
pubblicitarie	pubblicitario	profession
pubblicitarii	pubblicitario	profession
pubblicitari	pubblicitario	profession
pubblicitario	pubblicitario	profession
quartiermastri	quartiermastro	military rank
quartiermastro	quartiermastro	military rank
questora	questore	profession
questore	questore	profession
questoressa	questore	profession
questoresse	questore	profession
questori	questore	profession
questrice	questore	profession
questrici	questore	profession
raccomandatarii	raccomandatario	profession
raccomandatari	raccomandatario	profession
raccomandatario	raccomandatario	profession
radiotelegrafista	radiotelegrafista	profession
radiotelegrafiste	radiotelegrafista	profession
radiotelegrafisti	radiotelegrafista	profession
raffinatora	raffinatore	profession
raffinatore	raffinatore	profession
raffinatori	raffinatore	profession
raffinatrice	raffinatore	profession
raffinatrici	raffinatore	profession
ragioniera	ragioniere	profession
ragioniere	ragioniere	profession
ragionieri	ragioniere	profession
rammendatrice	rammendatrice	profession
rammendatrici	rammendatrice	profession
ranocchiai	ranocchiaio	profession
ranocchiaia	ranocchiaio	profession
ranocchiaie	ranocchiaio	profession
ranocchiaio	ranocchiaio	profession
ranocchiaj	ranocchiaio	profession
ranocchiaja	ranocchiaio	profession
ranocchiaje	ranocchiaio	profession
ranocchiaji	ranocchiaio	profession
ranocchiajo	ranocchiaio	profession
rappresentante	rappresentante	profession
rappresentanti	rappresentante	profession
rapsodi	rapsodo	profession
rapsodo	rapsodo	profession
re	re	noble rank
reclamista	reclamista	profession
reclamiste	reclamista	profession
reclamisti	reclamista	profession
recluta	recluta	military rank
reclute	recluta	military rank
recluti	recluta	military rank
reclutina	recluta	military rank
reclutine	recluta	military rank
reclutini	recluta	military rank
reclutino	recluta	military rank
recluto	recluta	military rank
redattora	redattore	profession
redattore	redattore	profession
redattori	redattore	profession
redattrice	redattore	profession
redattrici	redattore	profession
regens	regens	profession
reggente	reggente	profession
reggenti	reggente	profession
regina	regina	noble rank
regine	regina	noble rank
regista	regista	profession
registe	regista	profession
registi	regista	profession
restauratora	restauratore	profession
restauratore	restauratore	profession
restauratori	restauratore	profession
restauratrice	restauratore	profession
restauratrici	restauratore	profession
retora	retore	profession
retore	retore	profession
retori	retore	profession
retrice	retore	profession
retrici	retore	profession
rettora	rettore	ecclesiastical occupation
rettore	rettore	ecclesiastical occupation
rettoressa	rettore	ecclesiastical occupation
rettoresse	rettore	ecclesiastical occupation
rettori	rettore	ecclesiastical occupation
rettrice	rettore	ecclesiastical occupation
rettrici	rettore	ecclesiastical occupation
revisora	revisore	profession
revisore	revisore	profession
revisori	revisore	profession
reziarii	reziario	profession
reziario	reziario	profession
ricamatora	ricamatore	profession
ricamatore	ricamatore	profession
ricamatori	ricamatore	profession
ricamatrice	ricamatore	profession
ricamatrici	ricamatore	profession
ricercatora	ricercatore	profession
ricercatore	ricercatore	profession
ricercatori	ricercatore	profession
ricercatrice	ricercatore	profession
ricercatrici	ricercatore	profession
ricevitora	ricevitore	profession
ricevitore	ricevitore	profession
ricevitori	ricevitore	profession
ricevitrice	ricevitore	profession
ricevitrici	ricevitore	profession
rigattiera	rigattiere	profession
rigattiere	rigattiere	profession
rigattieri	rigattiere	profession
risaioli	risaiolo	profession
risaiolo	risaiolo	profession
risaiola	risaiolo	profession
risaiole	risaiolo	profession
risajoli	risaiolo	profession
risajolo	risaiolo	profession
risajola	risaiolo	profession
risajole	risaiolo	profession
ristoratora	ristoratore	profession
ristoratore	ristoratore	profession
ristoratori	ristoratore	profession
ristoratrice	ristoratore	profession
ristoratrici	ristoratore	profession
ritrattista	ritrattista	profession
ritrattiste	ritrattista	profession
ritrattisti	ritrattista	profession
rivenditora	rivenditore	profession
rivenditore	rivenditore	profession
rivenditori	rivenditore	profession
rivenditrice	rivenditore	profession
rivenditrici	rivenditore	profession
robivecchi	robivecchi	profession
romanziera	romanziere	profession
romanziere	romanziere	profession
romanzieri	romanziere	profession
sacrestani	sacrestano	profession
sacrestano	sacrestano	profession
sagrista	sagrista	profession
sagriste	sagrista	profession
sagristi	sagrista	profession
salariata	salariato	profession
salariate	salariato	profession
salariati	salariato	profession
salariato	salariato	profession
salesiani	salesiano	ecclesiastical occupation
salesiano	salesiano	ecclesiastical occupation
salumai	salumaio	profession
salumaia	salumaio	profession
salumaie	salumaio	profession
salumaio	salumaio	profession
salumaj	salumaio	profession
salumaja	salumaio	profession
salumaje	salumaio	profession
salumaji	salumaio	profession
salumajo	salumaio	profession
salumiera	salumiere	profession
salumiere	salumiere	profession
salumieri	salumiere	profession
samurai	samurai	profession
sarta	sarto	profession
sarte	sarto	profession
sarti	sarto	profession
sartina	sarto	profession
sartine	sarto	profession
sartini	sarto	profession
sartino	sarto	profession
sarto	sarto	profession
sartora	sartore	profession
sartore	sartore	profession
sartoressa	sartore	profession
sartoresse	sartore	profession
sartoretta	sartore	profession
sartorette	sartore	profession
sartoretti	sartore	profession
sartoretto	sartore	profession
sartori	sartore	profession
sartorina	sartore	profession
sartorine	sartore	profession
sartorini	sartore	profession
sartucce	sarto	profession
sartucci	sarto	profession
sartuccia	sarto	profession
sartuccio	sarto	profession
satrapi	satrapo	noble rank
satrapo	satrapo	noble rank
sbozzatora	sbozzatore	profession
sbozzatore	sbozzatore	profession
sbozzatori	sbozzatore	profession
sbozzatrice	sbozzatore	profession
sbozzatrici	sbozzatore	profession
scalchi	scalco	profession
scalco	scalco	profession
scalpellina	scalpellino	profession
scalpelline	scalpellino	profession
scalpellini	scalpellino	profession
scalpellino	scalpellino	profession
scaricatora	scaricatore	profession
scaricatore	scaricatore	profession
scaricatori	scaricatore	profession
scaricatrice	scaricatore	profession
scaricatrici	scaricatore	profession
scarpara	scarparo	profession
scarpare	scarparo	profession
scarpari	scarparo	profession
scarparo	scarparo	profession
scavatora	scavatore	profession
scavatore	scavatore	profession
scavatori	scavatore	profession
scavatrice	scavatore	profession
scavatrici	scavatore	profession
scenografa	scenografo	profession
scenografe	scenografo	profession
scenografi	scenografo	profession
scenografo	scenografo	profession
sceriffa	sceriffo	profession
sceriffe	sceriffo	profession
sceriffi	sceriffo	profession
sceriffo	sceriffo	profession
scienziata	scienziato	profession
scienziate	scienziato	profession
scienziati	scienziato	profession
scienziato	scienziato	profession
scolara	scolaro	profession
scolare	scolaro	profession
scolaretta	scolaro	profession
scolarette	scolaro	profession
scolaretti	scolaro	profession
scolaretto	scolaro	profession
scolari	scolaro	profession
scolarina	scolaro	profession
scolarine	scolaro	profession
scolarini	scolaro	profession
scolarino	scolaro	profession
scolaro	scolaro	profession
scolarucce	scolaro	profession
scolarucci	scolaro	profession
scolaruccia	scolaro	profession
scolaruccio	scolaro	profession
scolopii	scolopio	ecclesiastical occupation
scolopi	scolopio	ecclesiastical occupation
scolopio	scolopio	ecclesiastical occupation
scopina	scopino	profession
scopine	scopino	profession
scopini	scopino	profession
scopino	scopino	profession
scriba	scriba	profession
scribe	scriba	profession
scribi	scriba	profession
scrittora	scrittore	profession
scrittore	scrittore	profession
scrittori	scrittore	profession
scrittrice	scrittore	profession
scrittrici	scrittore	profession
scrivani	scrivano	profession
scrivano	scrivano	profession
scrivana	scrivano	profession
scrivane	scrivano	profession
scudiera	scudiero	profession
scudiere	scudiero	profession
scudieri	scudiero	profession
scudiero	scudiero	profession
scultora	scultore	profession
scultore	scultore	profession
scultori	scultore	profession
scultrice	scultore	profession
scultrici	scultore	profession
secondina	secondino	profession
secondine	secondino	profession
secondini	secondino	profession
secondino	secondino	profession
segantini	segantino	profession
segantino	segantino	profession
segretaria	segretario	profession
segretarie	segretario	profession
segretarii	segretario	profession
segretari	segretario	profession
segretario	segretario	profession
segretariucce	segretario	profession
segretariucci	segretario	profession
segretariuccia	segretario	profession
segretariuccio	segretario	profession
selciatora	selciatore	profession
selciatore	selciatore	profession
selciatori	selciatore	profession
selciatrice	selciatore	profession
selciatrici	selciatore	profession
sellai	sellaio	profession
sellaia	sellaio	profession
sellaie	sellaio	profession
sellaio	sellaio	profession
sellaj	sellaio	profession
sellaja	sellaio	profession
sellaje	sellaio	profession
sellaji	sellaio	profession
sellajo	sellaio	profession
seminarista	seminarista	ecclesiastical occupation
seminariste	seminarista	ecclesiastical occupation
seminaristi	seminarista	ecclesiastical occupation
semplicista	semplicista	profession
sempliciste	semplicista	profession
semplicisti	semplicista	profession
senatora	senatore	profession
senatore	senatore	profession
senatoressa	senatore	profession
senatoresse	senatore	profession
senatori	senatore	profession
senatrice	senatore	profession
senatrici	senatore	profession
seniora	seniore	military rank
seniore	seniore	military rank
seniori	seniore	military rank
sentinella	sentinella	profession
sentinelle	sentinella	profession
sergente	sergente	military rank
sergenti	sergente	military rank
sergentini	sergente	military rank
sergentino	sergente	military rank
